start_code,end_code,start_name,end_name,road_code,direction,distance
1080076,1080071,女形谷ＰＡ,丸岡,1080,上り,3.09
1080071,1080066,丸岡,福井北,1080,上り,6.52
1080066,1080061,福井北,福井,1080,上り,6.19
1080061,1080056,福井,北鯖江ＰＡ,1080,上り,8.31
1080056,1080051,北鯖江ＰＡ,鯖江,1080,上り,2.51
1080051,1080046,鯖江,武生,1080,上り,5.56
1080046,1080041,武生,南条ＳＡ,1080,上り,8.06
1080041,1080036,南条ＳＡ,今庄,1080,上り,3.31
1080036,1080031,今庄,杉津ＰＡ,1080,上り,10.47
1080031,1080026,杉津ＰＡ,敦賀,1080,上り,9.79
1080026,1080025,敦賀,敦賀ＪＣＴ,1080,上り,1.24
1080025,1080023,敦賀ＪＣＴ,刀根ＰＡ,1080,上り,6.27
1080023,1080021,刀根ＰＡ,賤ヶ岳ＳＡ,1080,上り,11.09
1080021,1080016,賤ヶ岳ＳＡ,木之本,1080,上り,2.03
1080016,1080013,木之本,小谷城スマート,1080,上り,6.8
1080013,1080011,小谷城スマート,長浜,1080,上り,6.77
1080011,1080006,長浜,神田ＰＡ,1080,上り,4.83
1080006,1080001,神田ＰＡ,米原,1080,上り,3.87
1080001,1011046,米原,米原ＪＣＴ,1080,上り,0.63
1440095,1082005,新潟中央ＪＣＴ,新潟亀田,1082,下り,3.23
1082005,1082007,新潟亀田,新潟東スマート,1082,下り,3.47
1082007,1082010,新潟東スマート,新潟空港,1082,下り,2.56
1082010,1082011,新潟空港,豊栄ＳＡ,1082,下り,2.22
1082011,1082020,豊栄ＳＡ,豊栄新潟東港,1082,下り,5.75
1082020,1082030,豊栄新潟東港,聖籠新発田,1082,下り,6.68
1082030,1082040,聖籠新発田,中条,1082,下り,10.82
1082040,1082042,中条,中条本線,1082,下り,0.35
1082042,1082050,中条本線,荒川胎内,1082,下り,9.33
1082050,1082042,荒川胎内,中条本線,1082,上り,9.33
1082042,1082040,中条本線,中条,1082,上り,0.35
1082040,1082030,中条,聖籠新発田,1082,上り,10.82
1082030,1082020,聖籠新発田,豊栄新潟東港,1082,上り,6.68
1082020,1082011,豊栄新潟東港,豊栄ＳＡ,1082,上り,5.75
1082011,1082010,豊栄ＳＡ,新潟空港,1082,上り,2.22
1082010,1082007,新潟空港,新潟東スマート,1082,上り,2.56
1082007,1082005,新潟東スマート,新潟亀田,1082,上り,3.47
1082005,1440095,新潟亀田,新潟中央ＪＣＴ,1082,上り,3.23
1082090,1082080,河辺ＪＣＴ,秋田空港,1082,下り,2.35
1082080,1082075,秋田空港,秋田空港本線,1082,下り,0.54
1082075,1082070,秋田空港本線,岩城,1082,下り,13.44
1082070,1082075,岩城,秋田空港本線,1082,上り,13.44
1082075,1082080,秋田空港本線,秋田空港,1082,上り,0.54
1082080,1082090,秋田空港,河辺ＪＣＴ,1082,上り,2.35
1082053,1082052,鶴岡ＪＣＴ料金所,鶴岡ＪＣＴ,1082,下り,1.47
1082052,1082055,鶴岡ＪＣＴ,庄内空港,1082,下り,7.35
1082055,1082060,庄内空港,酒田,1082,下り,6.58
1082060,1082063,酒田,酒田中央,1082,下り,4.33
1082063,1082065,酒田中央,酒田みなと,1082,下り,6.8
1082065,1082063,酒田みなと,酒田中央,1082,上り,6.8
1082063,1082060,酒田中央,酒田,1082,上り,4.33
1082060,1082055,酒田,庄内空港,1082,上り,6.58
1082055,1082052,庄内空港,鶴岡ＪＣＴ,1082,上り,7.35
1082052,1082053,鶴岡ＪＣＴ,鶴岡ＪＣＴ料金所,1082,上り,1.47
1100071,1101001,大月ＪＣＴ,初狩ＰＡ,1101,下り,3.09
1101001,1101006,初狩ＰＡ,勝沼,1101,下り,14.76
1101006,1101011,勝沼,釈迦堂ＰＡ,1101,下り,2.05
1101011,1101016,釈迦堂ＰＡ,一宮御坂,1101,下り,3.68
1101016,1101018,一宮御坂,笛吹八代スマート,1101,下り,4.13
1101018,1101021,笛吹八代スマート,境川ＰＡ,1101,下り,3.45
1101021,1101026,境川ＰＡ,甲府南,1101,下り,1.67
1101026,1101031,甲府南,甲府昭和,1101,下り,6.61
1101031,1101036,甲府昭和,双葉ＳＡ,1101,下り,4.71
1101036,1101041,双葉ＳＡ,双葉ＪＣＴ,1101,下り,1.69
1101041,1101046,双葉ＪＣＴ,韮崎,1101,下り,4.63
1101046,1101051,韮崎,須玉,1101,下り,6.97
1101051,1101056,須玉,長坂(中央道),1101,下り,7.4
1101056,1101061,長坂(中央道),八ヶ岳ＰＡ,1101,下り,2.33
1101061,1101066,八ヶ岳ＰＡ,小淵沢,1101,下り,5.76
1101066,1101071,小淵沢,諏訪南,1101,下り,11.48
1101071,1101076,諏訪南,中央道原ＰＡ,1101,下り,2.87
1101076,1101081,中央道原ＰＡ,諏訪,1101,下り,8.07
1101081,1101086,諏訪,諏訪湖ＳＡ,1101,下り,5.15
1101086,1101091,諏訪湖ＳＡ,岡谷ＪＣＴ,1101,下り,3.85
1101091,1101086,岡谷ＪＣＴ,諏訪湖ＳＡ,1101,上り,3.85
1101086,1101081,諏訪湖ＳＡ,諏訪,1101,上り,5.15
1101081,1101076,諏訪,中央道原ＰＡ,1101,上り,8.07
1101076,1101071,中央道原ＰＡ,諏訪南,1101,上り,2.87
1101071,1101066,諏訪南,小淵沢,1101,上り,11.48
1101066,1101061,小淵沢,八ヶ岳ＰＡ,1101,上り,5.76
1101061,1101056,八ヶ岳ＰＡ,長坂(中央道),1101,上り,2.33
1101056,1101051,長坂(中央道),須玉,1101,上り,7.4
1101051,1101046,須玉,韮崎,1101,上り,6.97
1101046,1101041,韮崎,双葉ＪＣＴ,1101,上り,4.63
1101041,1101036,双葉ＪＣＴ,双葉ＳＡ,1101,上り,1.69
1101036,1101031,双葉ＳＡ,甲府昭和,1101,上り,4.71
1101031,1101026,甲府昭和,甲府南,1101,上り,6.61
1101026,1101021,甲府南,境川ＰＡ,1101,上り,1.67
1101021,1101018,境川ＰＡ,笛吹八代スマート,1101,上り,3.45
1101018,1101016,笛吹八代スマート,一宮御坂,1101,上り,4.13
1101016,1101011,一宮御坂,釈迦堂ＰＡ,1101,上り,3.68
1101011,1101006,釈迦堂ＰＡ,勝沼,1101,上り,2.05
1101006,1101001,勝沼,初狩ＰＡ,1101,上り,14.76
1101001,1100071,初狩ＰＡ,大月ＪＣＴ,1101,上り,3.09
1101091,1101096,岡谷ＪＣＴ,辰野ＰＡ,1102,下り,9.34
1101096,1101101,辰野ＰＡ,伊北,1102,下り,3.99
1101101,1101106,伊北,伊那,1102,下り,9.6
1101106,1101111,伊那,小黒川ＰＡ,1102,下り,2.73
1101111,1101116,小黒川ＰＡ,駒ヶ根,1102,下り,11.43
1101116,1101121,駒ヶ根,駒ヶ岳ＳＡ,1102,下り,3.1
1101121,1101126,駒ヶ岳ＳＡ,松川,1102,下り,11.82
1101126,1101129,松川,座光寺ＰＡ,1102,下り,8.07
1101129,1101131,座光寺ＰＡ,飯田,1102,下り,6.42
1101131,1101133,飯田,飯田山本,1102,下り,4.81
1101133,1101136,飯田山本,阿智ＰＡ,1102,下り,2.54
1101136,1101141,阿智ＰＡ,園原,1102,下り,6.52
1101141,1101146,園原,神坂ＰＡ,1102,下り,11.62
1101146,1101151,神坂ＰＡ,中津川,1102,下り,9.1
1101151,1101156,中津川,恵那峡ＳＡ,1102,下り,5.27
1101156,1101161,恵那峡ＳＡ,恵那,1102,下り,3.22
1101161,1101166,恵那,屏風山ＰＡ,1102,下り,12.24
1101166,1101171,屏風山ＰＡ,瑞浪,1102,下り,5.13
1101171,1101176,瑞浪,土岐,1102,下り,4.07
1101176,1101181,土岐,土岐ＪＣＴ,1102,下り,2.75
1101181,1101191,土岐ＪＣＴ,多治見,1102,下り,5.25
1101191,1101196,多治見,内津峠ＰＡ,1102,下り,6.25
1101196,1101201,内津峠ＰＡ,小牧東,1102,下り,1.64
1101201,1010271,小牧東,小牧ＪＣＴ,1102,下り,6.69
1010271,1101201,小牧ＪＣＴ,小牧東,1102,上り,6.69
1101201,1101196,小牧東,内津峠ＰＡ,1102,上り,1.64
1101196,1101191,内津峠ＰＡ,多治見,1102,上り,6.25
1101191,1101186,多治見,虎渓山ＰＡ,1102,上り,1.55
1101186,1101181,虎渓山ＰＡ,土岐ＪＣＴ,1102,上り,3.7
1101181,1101176,土岐ＪＣＴ,土岐,1102,上り,2.75
1101176,1101171,土岐,瑞浪,1102,上り,4.07
1101171,1101166,瑞浪,屏風山ＰＡ,1102,上り,5.13
1101166,1101161,屏風山ＰＡ,恵那,1102,上り,12.24
1101161,1101156,恵那,恵那峡ＳＡ,1102,上り,3.22
1101156,1101151,恵那峡ＳＡ,中津川,1102,上り,5.27
1101151,1101146,中津川,神坂ＰＡ,1102,上り,9.1
1101146,1101141,神坂ＰＡ,園原,1102,上り,11.62
1101141,1101136,園原,阿智ＰＡ,1102,上り,6.52
1101136,1101133,阿智ＰＡ,飯田山本,1102,上り,2.54
1101133,1101131,飯田山本,飯田,1102,上り,4.81
1101131,1101129,飯田,座光寺ＰＡ,1102,上り,6.42
1101129,1101126,座光寺ＰＡ,松川,1102,上り,8.07
1101126,1101121,松川,駒ヶ岳ＳＡ,1102,上り,11.82
1101121,1101116,駒ヶ岳ＳＡ,駒ヶ根,1102,上り,3.1
1101116,1101111,駒ヶ根,小黒川ＰＡ,1102,上り,11.43
1101111,1101106,小黒川ＰＡ,伊那,1102,上り,2.73
1101106,1101101,伊那,伊北,1102,上り,9.6
1101101,1101096,伊北,辰野ＰＡ,1102,上り,3.99
1101096,1101091,辰野ＰＡ,岡谷ＪＣＴ,1102,上り,9.34
1100071,1100076,大月ＪＣＴ,都留,1103,下り,4.76
1100076,1100081,都留,谷村ＰＡ,1103,下り,1.84
1100081,1100083,谷村ＰＡ,富士吉田西桂スマート,1103,下り,7.31
1100083,1100086,富士吉田西桂スマート,河口湖,1103,下り,5.74
1100086,1100091,河口湖,富士吉田本線,1103,下り,0.0
1100091,1100086,富士吉田本線,河口湖,1103,上り,0.0
1100086,1100083,河口湖,富士吉田西桂スマート,1103,上り,5.74
1100083,1100081,富士吉田西桂スマート,谷村ＰＡ,1103,上り,7.31
1100081,1100076,谷村ＰＡ,都留,1103,上り,1.84
1100076,1100071,都留,大月ＪＣＴ,1103,上り,4.76
1100001,1100006,高井戸(中央道),調布,1104,下り,6.95
1100006,1100011,調布,稲城,1104,下り,2.23
1100011,1100013,稲城,府中スマート,1104,下り,1.6
1100013,1100016,府中スマート,国立府中,1104,下り,5.11
1100016,1100021,国立府中,石川ＰＡ,1104,下り,6.32
1100021,1100031,石川ＰＡ,八王子,1104,下り,2.47
1100031,1100037,八王子,八王子ＪＣＴ,1104,下り,9.22
1100037,1100041,八王子ＪＣＴ,相模湖東,1104,下り,5.93
1100041,1100046,相模湖東,相模湖,1104,下り,2.38
1100046,1100051,相模湖,藤野ＰＡ,1104,下り,1.02
1100051,1100056,藤野ＰＡ,上野原,1104,下り,3.8
1100056,1100061,上野原,談合坂ＳＡ,1104,下り,6.57
1100061,1100066,談合坂ＳＡ,大月,1104,下り,10.87
1100066,1100071,大月,大月ＪＣＴ,1104,下り,0.62
1100071,1100066,大月ＪＣＴ,大月,1104,上り,0.62
1100066,1100061,大月,談合坂ＳＡ,1104,上り,10.87
1100061,1100056,談合坂ＳＡ,上野原,1104,上り,6.57
1100056,1100051,上野原,藤野ＰＡ,1104,上り,3.8
1100051,1100046,藤野ＰＡ,相模湖,1104,上り,1.02
1100046,1100041,相模湖,相模湖東,1104,上り,2.38
1100041,1100037,相模湖東,八王子ＪＣＴ,1104,上り,5.93
1100037,1100031,八王子ＪＣＴ,八王子,1104,上り,9.22
1100031,1100021,八王子,石川ＰＡ,1104,上り,2.47
1100021,1100016,石川ＰＡ,国立府中,1104,上り,6.32
1100016,1100013,国立府中,府中スマート,1104,上り,5.11
1100013,1100011,府中スマート,稲城,1104,上り,1.6
1100011,1100006,稲城,調布,1104,上り,2.23
1100006,1100001,調布,高井戸(中央道),1104,上り,6.95
1110200,1110210,大泉,大泉ＪＣＴ,1110,下り,0.18
1110210,1110220,大泉ＪＣＴ,和光,1110,下り,2.71
1110220,1110230,和光,新倉ＰＡ,1110,下り,2.29
1110230,1110240,新倉ＰＡ,和光北,1110,下り,0.15
1110240,1110250,和光北,戸田西,1110,下り,2.43
1110250,1110260,戸田西,美女木ＪＣＴ,1110,下り,0.61
1110260,1110270,美女木ＪＣＴ,戸田東,1110,下り,1.11
1110270,1110280,戸田東,外環浦和,1110,下り,2.59
1110280,1110290,外環浦和,川口西,1110,下り,1.84
1110290,1110300,川口西,川口中央,1110,下り,2.41
1110300,1040001,川口中央,川口ＪＣＴ,1110,下り,1.09
1040001,1110310,川口ＪＣＴ,川口東,1110,下り,1.22
1110310,1110320,川口東,草加,1110,下り,2.91
1110320,1110330,草加,外環三郷西,1110,下り,6.31
1110330,1110076,外環三郷西,三郷ＪＣＴ,1110,下り,1.31
1110076,1110350,三郷ＪＣＴ,三郷中央,1110,下り,1.61
1110350,1110360,三郷中央,三郷南,1110,下り,2.48
1110360,1110370,三郷南,松戸,1110,下り,4.89
1110370,1110390,松戸,市川北(東京外環道),1110,下り,2.83
1110390,1110400,市川北(東京外環道),市川中央,1110,下り,2.7
1110400,1110410,市川中央,京葉ＪＣＴ,1110,下り,1.3
1110410,1110420,京葉ＪＣＴ,市川南(東京外環道),1110,下り,1.87
1110420,1120001,市川南(東京外環道),高谷ＪＣＴ,1110,下り,1.46
1120001,1110420,高谷ＪＣＴ,市川南(東京外環道),1110,上り,1.46
1110420,1110410,市川南(東京外環道),京葉ＪＣＴ,1110,上り,1.87
1110410,1110400,京葉ＪＣＴ,市川中央,1110,上り,1.3
1110400,1110390,市川中央,市川北(東京外環道),1110,上り,2.7
1110390,1110370,市川北(東京外環道),松戸,1110,上り,2.83
1110370,1110360,松戸,三郷南,1110,上り,4.89
1110360,1110350,三郷南,三郷中央,1110,上り,2.48
1110350,1110076,三郷中央,三郷ＪＣＴ,1110,上り,1.61
1110076,1110330,三郷ＪＣＴ,外環三郷西,1110,上り,1.31
1110330,1110320,外環三郷西,草加,1110,上り,6.31
1110320,1110310,草加,川口東,1110,上り,2.91
1110310,1040001,川口東,川口ＪＣＴ,1110,上り,1.22
1040001,1110300,川口ＪＣＴ,川口中央,1110,上り,1.09
1110300,1110290,川口中央,川口西,1110,上り,2.41
1110290,1110280,川口西,外環浦和,1110,上り,1.84
1110280,1110270,外環浦和,戸田東,1110,上り,2.59
1110270,1110260,戸田東,美女木ＪＣＴ,1110,上り,1.11
1110260,1110250,美女木ＪＣＴ,戸田西,1110,上り,0.61
1110250,1110240,戸田西,和光北,1110,上り,2.43
1110240,1110230,和光北,新倉ＰＡ,1110,上り,0.15
1110230,1110220,新倉ＰＡ,和光,1110,上り,2.29
1110220,1110210,和光,大泉ＪＣＴ,1110,上り,2.71
1110210,1110200,大泉ＪＣＴ,大泉,1110,上り,0.18
1120001,1120006,高谷ＪＣＴ,湾岸市川,1120,下り,1.07
1120006,1120008,湾岸市川,谷津船橋,1120,下り,4.38
1120008,1120011,谷津船橋,湾岸習志野,1120,下り,2.79
1120011,1120013,湾岸習志野,習志野本線,1120,下り,0.02
1120013,1120016,習志野本線,湾岸幕張ＰＡ,1120,下り,0.48
1120016,1120021,湾岸幕張ＰＡ,湾岸千葉,1120,下り,2.52
1120021,1120026,湾岸千葉,宮野木ＪＣＴ,1120,下り,4.31
1120026,1120031,宮野木ＪＣＴ,千葉北,1120,下り,2.24
1120031,1120036,千葉北,四街道,1120,下り,5.41
1120036,1120041,四街道,佐倉,1120,下り,5.36
1120041,1120046,佐倉,酒々井ＰＡ,1120,下り,5.07
1120046,1120048,酒々井ＰＡ,酒々井,1120,下り,1.9
1120048,1120051,酒々井,富里,1120,下り,2.77
1120051,1120056,富里,成田(東関東道),1120,下り,5.31
1120056,1120059,成田(東関東道),大栄JCT,1120,下り,4.9
1120059,1120061,大栄JCT,大栄ＰＡ,1120,下り,1.18
1120061,1120066,大栄ＰＡ,大栄,1120,下り,4.88
1120066,1120071,大栄,佐原香取,1120,下り,8.79
1120071,1120076,佐原香取,佐原ＰＡ,1120,下り,2.61
1120076,1120081,佐原ＰＡ,潮来,1120,下り,5.78
1120081,1120076,潮来,佐原ＰＡ,1120,上り,5.78
1120076,1120071,佐原ＰＡ,佐原香取,1120,上り,2.61
1120071,1120066,佐原香取,大栄,1120,上り,8.79
1120066,1120061,大栄,大栄ＰＡ,1120,上り,4.88
1120061,1120059,大栄ＰＡ,大栄JCT,1120,上り,1.18
1120059,1120056,大栄JCT,成田(東関東道),1120,上り,4.9
1120056,1120051,成田(東関東道),富里,1120,上り,5.31
1120051,1120048,富里,酒々井,1120,上り,2.77
1120048,1120046,酒々井,酒々井ＰＡ,1120,上り,1.9
1120046,1120041,酒々井ＰＡ,佐倉,1120,上り,5.07
1120041,1120036,佐倉,四街道,1120,上り,5.36
1120036,1120031,四街道,千葉北,1120,上り,5.41
1120031,1120026,千葉北,宮野木ＪＣＴ,1120,上り,2.24
1120026,1120021,宮野木ＪＣＴ,湾岸千葉,1120,上り,4.31
1120021,1120016,湾岸千葉,湾岸幕張ＰＡ,1120,上り,2.52
1120016,1120013,湾岸幕張ＰＡ,習志野本線,1120,上り,0.48
1120013,1120011,習志野本線,湾岸習志野,1120,上り,0.02
1120011,1120008,湾岸習志野,谷津船橋,1120,上り,2.79
1120008,1120006,谷津船橋,湾岸市川,1120,上り,4.38
1120006,1120001,湾岸市川,高谷ＪＣＴ,1120,上り,1.07
1120106,1120101,茨城町ＪＣＴ,茨城空港北,1120,下り,7.69
1120101,1120096,茨城空港北,鉾田,1120,下り,9.16
1120096,1120101,鉾田,茨城空港北,1120,上り,9.16
1120101,1120106,茨城空港北,茨城町ＪＣＴ,1120,上り,7.69
1120056,1121002,成田(東関東道),成田スマート(新空港道),1121,下り,1.28
1121002,1121001,成田スマート(新空港道),新空港,1121,下り,2.87
1121001,1121002,新空港,成田スマート(新空港道),1121,上り,2.87
1121002,1120056,成田スマート(新空港道),成田(東関東道),1121,上り,1.28
1130001,1130006,京葉道路・館山自動車道接続部,市原,1130,下り,7.66
1130006,1130011,市原,市原ＳＡ,1130,下り,4.27
1130011,1130016,市原ＳＡ,姉崎袖ヶ浦,1130,下り,5.21
1130016,1130021,姉崎袖ヶ浦,木更津北,1130,下り,6.13
1130021,1130026,木更津北,木更津ＪＣＴ,1130,下り,2.08
1130026,1130031,木更津ＪＣＴ,木更津南ＪＣＴ,1130,下り,3.94
1130031,1130036,木更津南ＪＣＴ,君津,1130,下り,3.98
1130036,1130039,君津,君津ＰＡ,1130,下り,4.08
1130039,1130041,君津ＰＡ,富津中央,1130,下り,4.84
1130041,1130046,富津中央,富津竹岡,1130,下り,6.68
1130046,1130041,富津竹岡,富津中央,1130,上り,6.68
1130041,1130039,富津中央,君津ＰＡ,1130,上り,4.84
1130039,1130036,君津ＰＡ,君津,1130,上り,4.08
1130036,1130031,君津,木更津南ＪＣＴ,1130,上り,3.98
1130031,1130026,木更津南ＪＣＴ,木更津ＪＣＴ,1130,上り,3.94
1130026,1130021,木更津ＪＣＴ,木更津北,1130,上り,2.08
1130021,1130016,木更津北,姉崎袖ヶ浦,1130,上り,6.13
1130016,1130011,姉崎袖ヶ浦,市原ＳＡ,1130,上り,5.21
1130011,1130006,市原ＳＡ,市原,1130,上り,4.27
1130006,1130001,市原,京葉道路・館山自動車道接続部,1130,上り,7.66
1130031,1133001,木更津南ＪＣＴ,木更津南,1133,下り,2.5
1133001,1130031,木更津南,木更津南ＪＣＴ,1133,上り,2.5
1140018,1140021,六郷,富士川本線,1140,下り,7.35
1140021,1140023,富士川本線,増穂ＰＡ,1140,下り,0.26
1140023,1140026,増穂ＰＡ,増穂,1140,下り,0.18
1140026,1140031,増穂,南アルプス,1140,下り,6.43
1140031,1140036,南アルプス,白根,1140,下り,2.76
1140036,1101041,白根,双葉ＪＣＴ,1140,下り,5.87
1101041,1140036,双葉ＪＣＴ,白根,1140,上り,5.87
1140036,1140031,白根,南アルプス,1140,上り,2.76
1140031,1140026,南アルプス,増穂,1140,上り,6.43
1140026,1140023,増穂,増穂ＰＡ,1140,上り,0.18
1140023,1140021,増穂ＰＡ,富士川本線,1140,上り,0.26
1140021,1140018,富士川本線,六郷,1140,上り,7.35
1850230,1140011,新清水ＪＣＴ,富沢,1140,下り,19.51
1140011,1850230,富沢,新清水ＪＣＴ,1140,上り,19.51
1142010,1141020,小諸御影本線,佐久北,1141,下り,0.82
1141020,1141030,佐久北,佐久中佐都,1141,下り,3.71
1141030,1141040,佐久中佐都,佐久南,1141,下り,2.75
1141040,1141050,佐久南,佐久臼田,1141,下り,6.62
1141050,1141060,佐久臼田,佐久穂,1141,下り,2.85
1141060,1141070,佐久穂,八千穂高原,1141,下り,3.97
1141070,1141060,八千穂高原,佐久穂,1141,上り,3.97
1141060,1141050,佐久穂,佐久臼田,1141,上り,2.85
1141050,1141040,佐久臼田,佐久南,1141,上り,6.62
1141040,1141030,佐久南,佐久中佐都,1141,上り,2.75
1141030,1141020,佐久中佐都,佐久北,1141,上り,3.71
1141020,1142010,佐久北,小諸御影本線,1141,上り,0.82
1140011,1141240,富沢,南部,1141,下り,6.19
1141240,1141230,南部,身延山,1141,下り,4.77
1141230,1141220,身延山,下部温泉早川,1141,下り,7.91
1141220,1141210,下部温泉早川,中富,1141,下り,4.7
1141210,1140018,中富,六郷,1141,下り,3.53
1140018,1141210,六郷,中富,1141,上り,3.53
1141210,1141220,中富,下部温泉早川,1141,上り,4.7
1141220,1141230,下部温泉早川,身延山,1141,上り,7.91
1141230,1141240,身延山,南部,1141,上り,4.77
1141240,1140011,南部,富沢,1141,上り,6.19
1810049,1142010,佐久小諸ＪＣＴ,小諸御影本線,1142,下り,0.43
1142010,1810049,小諸御影本線,佐久小諸ＪＣＴ,1142,上り,0.43
1011156,1201001,吹田ＪＣＴ,中国吹田,1201,下り,1.15
1201001,1201006,中国吹田,中国豊中,1201,下り,7.1
1201006,1201011,中国豊中,中国池田,1201,下り,2.18
1201011,1201016,中国池田,宝塚,1201,下り,5.89
1201016,1201021,宝塚,西宮名塩ＳＡ,1201,下り,7.18
1201021,1201025,西宮名塩ＳＡ,西宮山口ＪＣＴ,1201,下り,2.88
1201025,1201031,西宮山口ＪＣＴ,西宮北,1201,下り,2.7
1201031,1201036,西宮北,神戸ＪＣＴ,1201,下り,1.65
1201036,1201046,神戸ＪＣＴ,神戸三田,1201,下り,5.01
1201046,1201041,神戸三田,赤松ＰＡ,1201,下り,1.96
1201041,1210001,赤松ＰＡ,吉川ＪＣＴ,1201,下り,1.69
1210001,1201051,吉川ＪＣＴ,吉川,1201,下り,3.41
1201051,1201056,吉川,ひょうご東条,1201,下り,3.46
1201056,1201061,ひょうご東条,社ＰＡ,1201,下り,7.65
1201061,1201066,社ＰＡ,滝野社,1201,下り,3.67
1201066,1201071,滝野社,加西,1201,下り,8.98
1201071,1201076,加西,加西ＳＡ,1201,下り,6.03
1201076,1201081,加西ＳＡ,福崎,1201,下り,3.53
1201081,1201083,福崎,夢前スマート,1201,下り,6.58
1201083,1201086,夢前スマート,安富ＰＡ,1201,下り,8.45
1201086,1201091,安富ＰＡ,山崎(中国道),1201,下り,5.22
1201091,1201094,山崎(中国道),宍粟ＪＣＴ,1201,下り,3.56
1201094,1201096,宍粟ＪＣＴ,揖保川ＰＡ,1201,下り,3.21
1201096,1201098,揖保川ＰＡ,佐用ＪＣＴ,1201,下り,8.94
1201098,1201101,佐用ＪＣＴ,佐用,1201,下り,1.68
1201101,1201106,佐用,上月ＰＡ,1201,下り,5.92
1201106,1201111,上月ＰＡ,作東,1201,下り,5.41
1201111,1201113,作東,楢原ＰＡ,1201,下り,5.04
1201113,1201116,楢原ＰＡ,美作,1201,下り,2.97
1201116,1201119,美作,勝央,1201,下り,2.43
1201119,1201121,勝央,勝央ＳＡ,1201,下り,3.37
1201121,1201126,勝央ＳＡ,津山,1201,下り,5.27
1201126,1201129,津山,二宮ＰＡ,1201,下り,6.92
1201129,1201131,二宮ＰＡ,院庄,1201,下り,2.21
1201131,1201133,院庄,美作追分ＰＡ,1201,下り,11.81
1201133,1220001,美作追分ＰＡ,落合ＪＣＴ,1201,下り,1.23
1220001,1201136,落合ＪＣＴ,落合,1201,下り,6.1
1201136,1201141,落合,真庭ＰＡ,1201,下り,2.72
1201141,1201146,真庭ＰＡ,北房ＪＣＴ,1201,下り,4.92
1201146,1201151,北房ＪＣＴ,北房,1201,下り,2.42
1201151,1201156,北房,大佐ＳＡ,1201,下り,12.67
1201156,1201161,大佐ＳＡ,新見,1201,下り,9.69
1201161,1201163,新見,神郷ＰＡ,1201,下り,4.74
1201163,1201166,神郷ＰＡ,東城,1201,下り,15.79
1201166,1201171,東城,帝釈峡ＰＡ,1201,下り,2.54
1201171,1201173,帝釈峡ＰＡ,本村ＰＡ,1201,下り,14.16
1201173,1201176,本村ＰＡ,庄原,1201,下り,7.23
1201176,1201181,庄原,七塚原ＳＡ,1201,下り,6.28
1201181,1201183,七塚原ＳＡ,三次東,1201,下り,5.27
1201183,1201186,三次東,三次,1201,下り,4.66
1201186,1201189,三次,江の川ＰＡ,1201,下り,6.41
1201189,1201191,江の川ＰＡ,高田(中国道),1201,下り,11.76
1201191,1201196,高田(中国道),本郷ＰＡ,1201,下り,5.97
1201196,1201201,本郷ＰＡ,千代田,1201,下り,7.9
1201201,1232001,千代田,千代田ＪＣＴ,1201,下り,1.99
1232001,1201206,千代田ＪＣＴ,安佐ＳＡ,1201,下り,9.19
1201206,1201211,安佐ＳＡ,広島北ＪＣＴ,1201,下り,2.64
1201211,1201216,広島北ＪＣＴ,加計ＢＳ,1201,下り,11.46
1201216,1201221,加計ＢＳ,戸河内,1201,下り,5.49
1201221,1201223,戸河内,筒賀ＰＡ,1201,下り,2.21
1201223,1201226,筒賀ＰＡ,吉和,1201,下り,12.82
1201226,1201231,吉和,吉和ＳＡ,1201,下り,2.01
1201231,1201233,吉和ＳＡ,深谷ＰＡ,1201,下り,14.52
1201233,1201236,深谷ＰＡ,六日市,1201,下り,7.52
1201236,1201239,六日市,朝倉ＰＡ,1201,下り,4.4
1201239,1201241,朝倉ＰＡ,鹿野,1201,下り,15.93
1201241,1201246,鹿野,鹿野ＳＡ,1201,下り,2.11
1201246,1201251,鹿野ＳＡ,徳地,1201,下り,12.62
1201251,1201253,徳地,荷卸峠ＰＡ,1201,下り,6.74
1201253,1201256,荷卸峠ＰＡ,山口,1201,下り,7.35
1201256,1201261,山口,湯田温泉ＰＡ,1201,下り,5.37
1201261,1201266,湯田温泉ＰＡ,山口ＪＣＴ,1201,下り,1.59
1201266,1201271,山口ＪＣＴ,小郡,1201,下り,4.32
1201271,1201276,小郡,美東ＳＡ,1201,下り,6.96
1201276,1201278,美東ＳＡ,美祢東,1201,下り,2.71
1201278,1201281,美祢東,美祢,1201,下り,6.92
1201281,1201286,美祢,伊佐ＰＡ,1201,下り,6.77
1201286,1201291,伊佐ＰＡ,美祢西,1201,下り,5.84
1201291,1020321,美祢西,下関ＪＣＴ,1201,下り,6.2
1020321,1201296,下関ＪＣＴ,小月,1201,下り,4.52
1201296,1201301,小月,王司ＰＡ,1201,下り,4.15
1201301,1201306,王司ＰＡ,下関,1201,下り,9.44
1201306,1201301,下関,王司ＰＡ,1201,上り,9.44
1201301,1201296,王司ＰＡ,小月,1201,上り,4.15
1201296,1020321,小月,下関ＪＣＴ,1201,上り,4.52
1020321,1201291,下関ＪＣＴ,美祢西,1201,上り,6.2
1201291,1201286,美祢西,伊佐ＰＡ,1201,上り,5.84
1201286,1201281,伊佐ＰＡ,美祢,1201,上り,6.77
1201281,1201278,美祢,美祢東,1201,上り,6.92
